icao,iem_id,name,lat,lon,tz,country,cat_ils,cat_ils_confidence,size
MRLB,MRLB,Daniel Oduber Quirós International Airport,10.5933,-85.5444,America/Costa_Rica,CR,CATI,assumed,large
MROC,MROC,Juan Santamaría International Airport,9.9939,-84.2088,America/Costa_Rica,CR,CATI,assumed,large
MUCM,MUCM,Ignacio Agramonte International Airport,21.4199,-77.848,America/Havana,CU,CATI,assumed,large
MUCU,MUCU,Antonio Maceo International Airport,19.9747,-75.8355,America/Havana,CU,CATI,assumed,large
MUHA,MUHA,José Martí International Airport,22.9892,-82.4091,America/Havana,CU,CATI,assumed,large
MUHG,MUHG,Frank Pais International Airport,20.7851,-76.3155,America/Havana,CU,CATI,assumed,large
MUSC,MUSC,Abel Santamaria International Airport,22.4922,-79.9431,America/Havana,CU,CATI,assumed,large
MUVR,MUVR,Juan Gualberto Gomez International Airport,23.0344,-81.4353,America/Havana,CU,CATI,assumed,large
GVAC,GVAC,Amílcar Cabral International Airport,16.7414,-22.9494,Atlantic/Cape_Verde,CV,CATI,assumed,large
GVBA,GVBA,Aristides Pereira International Airport,16.1365,-22.8889,Atlantic/Cape_Verde,CV,CATI,assumed,large
GVNP,GVNP,Nelson Mandela International Airport,14.9411,-23.4847,Atlantic/Cape_Verde,CV,CATI,assumed,large
GVSV,GVSV,Cesaria Evora International Airport,16.8334,-25.0553,Atlantic/Cape_Verde,CV,CATI,assumed,large
TNCC,TNCC,Hato International Airport,12.1889,-68.9598,America/Curacao,CW,CATI,assumed,large
LCEN,LCEN,Ercan International Airport,35.1531,33.5074,Asia/Famagusta,CY,CATI,assumed,large
LCLK,LCLK,Larnaca International Airport,34.8751,33.6249,Asia/Nicosia,CY,CATI,assumed,large
LCPH,LCPH,Paphos International Airport,34.718,32.4857,Asia/Nicosia,CY,CATI,assumed,large
LKCS,LKCS,České Budějovice South Bohemian Airport,48.9482,14.4283,Europe/Prague,CZ,CATI,assumed,large
LKKV,LKKV,Karlovy Vary Airport,50.203,12.915,Europe/Prague,CZ,CATI,assumed,large
LKMT,LKMT,Leoš Janáček Airport Ostrava,49.6963,18.1111,Europe/Prague,CZ,CATI,assumed,large
LKPD,LKPD,Pardubice Airport,50.015,15.7398,Europe/Prague,CZ,CATI,assumed,large
LKPR,LKPR,Václav Havel Airport Prague,50.1009,14.2599,Europe/Prague,CZ,CATIII,faa-c060,large
EDDB,EDDB,Berlin Brandenburg Airport,52.3617,13.5023,Europe/Berlin,DE,CATIII,faa-c060,large
EDDC,EDDC,Dresden Airport,51.1341,13.7678,Europe/Berlin,DE,CATIII,faa-c060,large
EDDE,EDDE,Erfurt-Weimar Airport,50.9783,10.9607,Europe/Berlin,DE,CATI,assumed,large
EDDF,EDDF,Frankfurt Main Airport,50.0267,8.5584,Europe/Berlin,DE,CATIII,faa-c060,large
EDDG,EDDG,Münster Osnabrück Airport,52.1338,7.6885,Europe/Berlin,DE,CATI,assumed,large
EDDH,EDDH,Hamburg Helmut Schmidt Airport,53.6304,9.9882,Europe/Berlin,DE,CATIII,faa-c060,large
EDDK,EDDK,Cologne Bonn Airport,50.8659,7.1427,Europe/Berlin,DE,CATIII,faa-c060,large
EDDL,EDDL,Düsseldorf Airport,51.2895,6.7668,Europe/Berlin,DE,CATIII,faa-c060,large
EDDM,EDDM,Munich Airport,48.3538,11.7861,Europe/Berlin,DE,CATIII,faa-c060,large
EDDN,EDDN,Nuremberg Airport,49.4987,11.0781,Europe/Berlin,DE,CATIII,faa-c060,large
EDDP,EDDP,Leipzig/Halle Airport,51.4207,12.2327,Europe/Berlin,DE,CATIII,faa-c060,large
EDDS,EDDS,Stuttgart Airport,48.6899,9.222,Europe/Berlin,DE,CATIII,faa-c060,large
EDDV,EDDV,Hannover Airport,52.4611,9.6851,Europe/Berlin,DE,CATIII,faa-c060,large
EDDW,EDDW,Bremen Airport,53.0468,8.7893,Europe/Berlin,DE,CATI,assumed,large
EDFH,EDFH,Frankfurt-Hahn Airport,49.9464,7.2617,Europe/Berlin,DE,CATIII,faa-c060,large
EDJA,EDJA,Memmingen Allgau Airport,47.9881,10.2382,Europe/Berlin,DE,CATI,assumed,large
EDLP,EDLP,Paderborn Lippstadt Airport,51.6125,8.6175,Europe/Berlin,DE,CATI,assumed,large
EDLV,EDLV,Weeze (Niederrhein) Airport,51.6014,6.1412,Europe/Berlin,DE,CATI,assumed,large
EDLW,EDLW,Dortmund Airport,51.5183,7.6122,Europe/Berlin,DE,CATI,assumed,large
EDNY,EDNY,Bodensee Airport Friedrichshafen,47.6713,9.5115,Europe/Berlin,DE,CATI,assumed,large
EDSB,EDSB,Karlsruhe Baden-Baden Airport,48.7794,8.0805,Europe/Berlin,DE,CATI,assumed,large
EDVK,EDVK,Kassel Airport,51.4184,9.3916,Europe/Berlin,DE,CATI,assumed,large
HDAM,HDAM,Djibouti-Ambouli Airport,11.5473,43.1595,Africa/Djibouti,DJ,CATI,assumed,large
EKAH,EKAH,Aarhus Airport,56.3033,10.6183,Europe/Copenhagen,DK,CATII,faa-c060,large
EKBI,EKBI,Billund Airport,55.7403,9.157,Europe/Copenhagen,DK,CATIII,faa-c060,large
EKCH,EKCH,Copenhagen Kastrup Airport,55.6179,12.656,Europe/Copenhagen,DK,CATIII,faa-c060,large
EKOD,EKOD,Odense Hans Christian Andersen Airport,55.4753,10.3272,Europe/Copenhagen,DK,CATI,assumed,large
EKYT,EKYT,Aalborg Airport,57.0948,9.8499,Europe/Copenhagen,DK,CATI,assumed,large
MDLR,MDLR,Casa De Campo International Airport,18.4522,-68.9111,America/Santo_Domingo,DO,CATI,assumed,large
MDPC,MDPC,Punta Cana International Airport,18.5671,-68.3646,America/Santo_Domingo,DO,CATI,assumed,large
MDSD,MDSD,Las Américas International Airport,18.4297,-69.6689,America/Santo_Domingo,DO,CATI,assumed,large
MDST,MDST,Cibao International Airport,19.4041,-70.6044,America/Santo_Domingo,DO,CATI,assumed,large
DAAE,DAAE,Soummam–Abane Ramdane Airport,36.7125,5.0699,Africa/Algiers,DZ,CATI,assumed,large
DAAG,DAAG,Houari Boumediene Airport,36.6939,3.2145,Africa/Algiers,DZ,CATI,assumed,large
DAAJ,DAAJ,Tiska Djanet Airport,24.2854,9.4637,Africa/Algiers,DZ,CATI,assumed,large
DAAT,DAAT,Aguenar – Hadj Bey Akhamok Airport,22.811,5.4508,Africa/Algiers,DZ,CATI,assumed,large
DAAV,DAAV,Jijel Ferhat Abbas Airport,36.7941,5.8737,Africa/Algiers,DZ,CATI,assumed,large
DABB,DABB,Annaba Rabah Bitat Airport,36.8268,7.8133,Africa/Algiers,DZ,CATI,assumed,large
DABC,DABC,Mohamed Boudiaf International Airport,36.276,6.6204,Africa/Algiers,DZ,CATI,assumed,large
DABT,DABT,Batna Mostefa Ben Boulaid Airport,35.7521,6.3086,Africa/Algiers,DZ,CATI,assumed,large
DAOI,DAOI,Chlef Aboubakr Belkaid International Airport,36.2166,1.3411,Africa/Algiers,DZ,CATI,assumed,large
DAON,DAON,Zenata – Messali El Hadj Airport,35.0127,-1.4571,Africa/Algiers,DZ,CATI,assumed,large
DAOO,DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.6206,-0.6225,Africa/Algiers,DZ,CATI,assumed,large
DAUB,DAUB,Biskra - Mohamed Khider Airport,34.7932,5.7389,Africa/Algiers,DZ,CATI,assumed,large
SEGU,SEGU,José Joaquín de Olmedo International Airport,-2.1574,-79.8836,America/Guayaquil,EC,CATI,assumed,large
SEQM,SEQM,Mariscal Sucre International Airport,-0.1254,-78.3543,America/Guayaquil,EC,CATII,faa-c060,large
SESA,SESA,General Ulpiano Paez International Airport,-2.2101,-80.9851,America/Guayaquil,EC,CATI,assumed,large
SETN,SETN,Carlos Concha Torres International Airport,0.9785,-79.6266,America/Guayaquil,EC,CATI,assumed,large
EETN,EETN,Lennart Meri Tallinn Airport,59.4132,24.8326,Europe/Tallinn,EE,CATI,assumed,large
HEAL,HEAL,El Alamein International Airport,30.9243,28.4616,Africa/Cairo,EG,CATI,assumed,large
HEAR,HEAR,El Arish International Airport,31.0553,33.828,Africa/Cairo,EG,CATI,assumed,large
HEAT,HEAT,Asyut International Airport,27.046,31.0128,Africa/Cairo,EG,CATI,assumed,large
HEAX,HEAX,Alexandria International Airport,30.9325,29.6964,Africa/Cairo,EG,CATI,assumed,large
HEBR,HEBR,Berenice International Airport / Banas Cape Air Base,23.9804,35.4603,Africa/Cairo,EG,CATI,assumed,large
HECA,HECA,Cairo International Airport,30.1115,31.3967,Africa/Cairo,EG,CATII,faa-c060,large
HEGN,HEGN,Hurghada International Airport,27.1768,33.7967,Africa/Cairo,EG,CATI,assumed,large
HELX,HELX,Luxor International Airport,25.671,32.7064,Africa/Cairo,EG,CATI,assumed,large
HEMA,HEMA,Marsa Alam International Airport,25.5555,34.5924,Africa/Cairo,EG,CATI,assumed,large
HEMM,HEMM,Mersa Matruh International Airport,31.3243,27.2223,Africa/Cairo,EG,CATI,assumed,large
HEPS,HEPS,Port Said International Airport,31.2793,32.2406,Africa/Cairo,EG,CATI,assumed,large
HESG,HESG,Suhaj International Airport,26.3425,31.743,Africa/Cairo,EG,CATI,assumed,large
HESH,HESH,Sharm El Sheikh International Airport,27.9773,34.3947,Africa/Cairo,EG,CATI,assumed,large
HESN,HESN,Aswan International Airport,23.9611,32.8204,Africa/Cairo,EG,CATI,assumed,large
HESX,HESX,Sphinx International Airport,30.1082,30.8957,Africa/Cairo,EG,CATI,assumed,large
GMMH,GMMH,Dakhla Airport,23.7183,-15.932,Africa/El_Aaiun,EH,CATI,assumed,large
GMML,GMML,Laayoune Hassan I International Airport,27.1425,-13.2249,Africa/El_Aaiun,EH,CATI,assumed,large
GCFV,GCFV,Fuerteventura Airport,28.4527,-13.8638,Atlantic/Canary,ES,CATI,assumed,large
GCLP,GCLP,Gran Canaria Airport,27.9319,-15.3866,Atlantic/Canary,ES,CATI,assumed,large
GCRR,GCRR,César Manrique-Lanzarote Airport,28.9455,-13.6052,Atlantic/Canary,ES,CATI,assumed,large
GCTS,GCTS,Tenerife Sur Airport,28.0445,-16.5725,Atlantic/Canary,ES,CATI,assumed,large
GCXO,GCXO,Tenerife Norte-Ciudad de La Laguna Airport,28.4828,-16.3417,Atlantic/Canary,ES,CATI,assumed,large
LEAL,LEAL,Alicante-Elche Miguel Hernández Airport,38.2822,-0.5582,Europe/Madrid,ES,CATI,assumed,large
LEAS,LEAS,Asturias Airport,43.5636,-6.0346,Europe/Madrid,ES,CATI,assumed,large
LEBB,LEBB,Bilbao Airport,43.3011,-2.9106,Europe/Madrid,ES,CATI,assumed,large
LEBL,LEBL,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.0785,Europe/Madrid,ES,CATIII,faa-c060,large
LEGE,LEGE,Girona-Costa Brava Airport,41.9046,2.7618,Europe/Madrid,ES,CATI,assumed,large
LEIB,LEIB,Ibiza Airport,38.8729,1.3731,Europe/Madrid,ES,CATI,assumed,large
LEMD,LEMD,Adolfo Suárez Madrid–Barajas Airport,40.4934,-3.5722,Europe/Madrid,ES,CATIII,faa-c060,large
LEMG,LEMG,Málaga-Costa del Sol Airport,36.6749,-4.4991,Europe/Madrid,ES,CATI,assumed,large
LEMH,LEMH,Menorca Airport,39.8626,4.2187,Europe/Madrid,ES,CATI,assumed,large
LEMI,LEMI,Region of Murcia International Airport,37.8029,-1.1249,Europe/Madrid,ES,CATI,assumed,large
LEPA,LEPA,Palma de Mallorca Airport,39.5517,2.7388,Europe/Madrid,ES,CATIII,faa-c060,large
LERS,LERS,Reus Airport,41.1475,1.1684,Europe/Madrid,ES,CATI,assumed,large
LEST,LEST,Santiago-Rosalía de Castro Airport,42.8963,-8.4151,Europe/Madrid,ES,CATI,assumed,large
LEVC,LEVC,Valencia Airport,39.4892,-0.481,Europe/Madrid,ES,CATI,assumed,large
LEZG,LEZG,Zaragoza Airport,41.6662,-1.0415,Europe/Madrid,ES,CATIII,faa-c060,large
LEZL,LEZL,Seville Airport,37.418,-5.8931,Europe/Madrid,ES,CATI,assumed,large
HAAB,HAAB,Addis Ababa Bole International Airport,8.9779,38.7993,Africa/Addis_Ababa,ET,CATI,assumed,large
HADR,HADR,Aba Tenna Dejazmach Yilma International Airport,9.6235,41.855,Africa/Addis_Ababa,ET,CATI,assumed,large
HAJJ,HAJJ,Gerad Wilwal International Airport,9.3319,42.9118,Africa/Addis_Ababa,ET,CATI,assumed,large
HALA,HALA,Hawassa International Airport,7.1006,38.3965,Africa/Addis_Ababa,ET,CATI,assumed,large
EFHK,EFHK,Helsinki Vantaa Airport,60.3184,24.9633,Europe/Helsinki,FI,CATIII,faa-c060,large
EFIV,EFIV,Ivalo Airport,68.6073,27.4053,Europe/Helsinki,FI,CATI,assumed,large
EFKT,EFKT,Kittilä International Airport,67.701,24.8468,Europe/Helsinki,FI,CATI,assumed,large
EFKU,EFKU,Kuopio Airport,63.0071,27.7978,Europe/Helsinki,FI,CATI,assumed,large
EFLP,EFLP,Lappeenranta Airport,61.0446,28.1447,Europe/Helsinki,FI,CATI,aip,large
EFMA,EFMA,Mariehamn Airport,60.1222,19.8982,Europe/Mariehamn,FI,CATI,assumed,large
EFOU,EFOU,Oulu Airport,64.9301,25.3546,Europe/Helsinki,FI,CATI,assumed,large
EFRO,EFRO,Rovaniemi Airport,66.5633,25.8298,Europe/Helsinki,FI,CATII,aip,large
EFTP,EFTP,Tampere-Pirkkala Airport,61.4141,23.6044,Europe/Helsinki,FI,CATI,assumed,large
EFTU,EFTU,Turku Airport,60.5141,22.2628,Europe/Helsinki,FI,CATI,assumed,large
EFVA,EFVA,Vaasa Airport,63.0502,21.7625,Europe/Helsinki,FI,CATI,assumed,large
NFFN,NFFN,Nadi International Airport,-17.7618,177.4378,Pacific/Fiji,FJ,CATI,assumed,large
NFNA,NFNA,Nausori International Airport,-18.0442,178.5615,Pacific/Fiji,FJ,CATI,assumed,large
EGYP,EGYP,Mount Pleasant Airport / RAF Mount Pleasant,-51.8226,-58.4458,Atlantic/Stanley,FK,CATI,assumed,large
PTKK,PTKK,Chuuk International Airport,7.4619,151.843,Pacific/Chuuk,FM,CATI,assumed,large
PTSA,PTSA,Kosrae International Airport,5.357,162.958,Pacific/Kosrae,FM,CATI,assumed,large
PTYA,PTYA,Yap International Airport,9.4989,138.083,Pacific/Chuuk,FM,CATI,assumed,large
EKVG,EKVG,Vágar Airport,62.0633,-7.2758,Atlantic/Faroe,FO,CATI,aip,large
LFBD,LFBD,Bordeaux–Mérignac Airport,44.8287,-0.7154,Europe/Paris,FR,CATIII,faa-c060,large
LFBO,LFBO,Toulouse-Blagnac Airport,43.6291,1.3638,Europe/Paris,FR,CATIII,faa-c060,large
LFKB,LFKB,Bastia-Poretta International airport,42.5527,9.4837,Europe/Paris,FR,CATI,assumed,large
LFKF,LFKF,Figari Sud-Corse Airport,41.5018,9.0971,Europe/Paris,FR,CATI,assumed,large
LFLC,LFLC,Clermont-Ferrand Auvergne airport,45.7867,3.1692,Europe/Paris,FR,CATI,assumed,large
LFLL,LFLL,Lyon Saint-Exupéry Airport,45.726,5.0901,Europe/Paris,FR,CATIII,faa-c060,large
LFML,LFML,Marseille Provence Airport,43.4381,5.2125,Europe/Paris,FR,CATI,assumed,large
LFMN,LFMN,Nice-Côte d'Azur Airport,43.6584,7.2159,Europe/Paris,FR,CATI,assumed,large
LFMT,LFMT,Montpellier-Méditerranée Airport,43.5762,3.963,Europe/Paris,FR,CATI,assumed,large
LFOB,LFOB,Beauvais-Tillé airport,49.4544,2.1128,Europe/Paris,FR,CATI,assumed,large
LFPB,LFPB,Paris-Le Bourget International Airport,48.9623,2.4365,Europe/Paris,FR,CATI,assumed,large
LFPG,LFPG,Charles de Gaulle International Airport,49.009,2.5541,Europe/Paris,FR,CATIII,faa-c060,large
LFPO,LFPO,Paris-Orly Airport,48.7295,2.359,Europe/Paris,FR,CATIII,faa-c060,large
LFQQ,LFQQ,Lille Airport,50.5666,3.1024,Europe/Paris,FR,CATII,faa-c060,large
LFRB,LFRB,Brest Bretagne airport,48.4479,-4.4185,Europe/Paris,FR,CATII,faa-c060,large
LFSB,LFSB,EuroAirport Basel–Mulhouse–Freiburg,47.6007,7.5211,Europe/Paris,FR,CATIII,faa-c060,large
LFST,LFST,Strasbourg Airport,48.5383,7.6282,Europe/Paris,FR,CATI,assumed,large
FOOG,FOOG,Port Gentil International Airport,-0.7117,8.7544,Africa/Libreville,GA,CATI,assumed,large
FOOL,FOOL,Libreville Leon M'ba International Airport,0.459,9.4121,Africa/Libreville,GA,CATI,assumed,large
FOON,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.6562,13.438,Africa/Libreville,GA,CATI,assumed,large
EGAA,EGAA,Belfast International Airport,54.6575,-6.2158,Europe/London,GB,CATIII,faa-c060,large
EGBB,EGBB,Birmingham Airport,52.4539,-1.748,Europe/London,GB,CATIII,faa-c060,large
EGCC,EGCC,Manchester Airport,53.3494,-2.2795,Europe/London,GB,CATIII,faa-c060,large
EGFF,EGFF,Cardiff International Airport,51.3967,-3.3433,Europe/London,GB,CATI,assumed,large
EGGD,EGGD,Bristol Airport,51.3823,-2.7165,Europe/London,GB,CATIII,faa-c060,large
EGGP,EGGP,Liverpool John Lennon Airport,53.3349,-2.8496,Europe/London,GB,CATI,assumed,large
EGGW,EGGW,London Luton Airport,51.8747,-0.3683,Europe/London,GB,CATIII,faa-c060,large
EGKK,EGKK,London Gatwick Airport,51.1487,-0.1857,Europe/London,GB,CATIII,faa-c060,large
EGLL,EGLL,London Heathrow Airport,51.4707,-0.4599,Europe/London,GB,CATIII,faa-c060,large
EGNM,EGNM,Leeds Bradford Airport,53.8659,-1.6606,Europe/London,GB,CATIII,aip,large
EGNT,EGNT,Newcastle International Airport,55.038,-1.6896,Europe/London,GB,CATII,faa-c060,large
EGNX,EGNX,East Midlands Airport,52.8311,-1.3281,Europe/London,GB,CATIII,faa-c060,large
EGPD,EGPD,Aberdeen International Airport,57.2019,-2.1978,Europe/London,GB,CATI,assumed,large
EGPF,EGPF,Glasgow Airport,55.8719,-4.4331,Europe/London,GB,CATIII,faa-c060,large
EGPH,EGPH,Edinburgh Airport,55.9501,-3.3723,Europe/London,GB,CATIII,faa-c060,large
EGPK,EGPK,Glasgow Prestwick Airport,55.5015,-4.5772,Europe/London,GB,CATI,assumed,large
EGSS,EGSS,London Stansted Airport,51.885,0.235,Europe/London,GB,CATIII,faa-c060,large
TGPY,TGPY,Maurice Bishop International Airport,12.004,-61.7853,America/Grenada,GD,CATI,assumed,large
UGKO,UGKO,David the Builder Kutaisi International Airport,42.1774,42.4854,Asia/Tbilisi,GE,CATI,assumed,large
UGSB,UGSB,Alexander Kartveli Batumi International Airport,41.6094,41.6003,Asia/Tbilisi,GE,CATI,assumed,large
UGTB,UGTB,Tbilisi International Airport,41.6692,44.9547,Asia/Tbilisi,GE,CATI,assumed,large
SOCA,SOCA,Cayenne – Félix Eboué Airport,4.82,-52.3613,America/Cayenne,GF,CATI,assumed,large
DGAA,DGAA,Kotoka International Airport,5.6052,-0.1668,Africa/Accra,GH,CATI,assumed,large
DGLE,DGLE,Yakubu Tali International Airport,9.5539,-0.8661,Africa/Accra,GH,CATI,assumed,large
DGSI,DGSI,Prempeh I International Airport,6.7146,-1.5908,Africa/Accra,GH,CATI,assumed,large
LXGB,LXGB,Gibraltar Airport,36.1517,-5.3498,Europe/Gibraltar,GI,CATI,assumed,large
BGGH,BGGH,Nuuk International Airport,64.1911,-51.6791,America/Nuuk,GL,CATI,aip,large
GBYD,GBYD,Banjul International Airport,13.338,-16.6522,Africa/Banjul,GM,CATI,assumed,large
GUCY,GUCY,Ahmed Sékou Touré International Airport,9.5769,-13.612,Africa/Conakry,GN,CATI,assumed,large
TFFR,TFFR,Maryse Condé International Airport,16.2654,-61.5328,America/Guadeloupe,GP,CATI,assumed,large
FGBT,FGBT,Bata International Airport,1.9055,9.8057,Africa/Malabo,GQ,CATI,assumed,large
FGCO,FGCO,Corisco International Airport,0.9109,9.3303,Africa/Malabo,GQ,CATI,assumed,large
FGSL,FGSL,Malabo International Airport,3.7553,8.7087,Africa/Malabo,GQ,CATI,assumed,large
LGAV,LGAV,Athens Eleftherios Venizelos International Airport,37.9364,23.9445,Europe/Athens,GR,CATII,faa-c060,large
LGIR,LGIR,Heraklion International Nikos Kazantzakis Airport,35.3397,25.1803,Europe/Athens,GR,CATI,assumed,large
LGKO,LGKO,"Kos International Airport ""Ippokratis""",36.7945,27.0911,Europe/Athens,GR,CATI,assumed,large
LGKR,LGKR,Corfu Ioannis Kapodistrias International Airport,39.6014,19.9122,Europe/Athens,GR,CATI,assumed,large
LGKV,LGKV,Kavala Alexander the Great International Airport,40.9133,24.6192,Europe/Athens,GR,CATI,assumed,large
LGRP,LGRP,"Rhodes International Airport ""Diagoras""",36.4054,28.0862,Europe/Athens,GR,CATI,assumed,large
LGSA,LGSA,Chania International Airport,35.5312,24.1507,Europe/Athens,GR,CATI,assumed,large
LGSR,LGSR,Santorini International Airport,36.4,25.4786,Europe/Athens,GR,CATI,assumed,large
LGTS,LGTS,Thessaloniki Macedonia International Airport,40.5193,22.97,Europe/Athens,GR,CATII,faa-c060,large
MGGT,MGGT,La Aurora International Airport,14.5829,-90.5275,America/Guatemala,GT,CATI,assumed,large
PGUM,GUM,Antonio B. Won Pat International Airport,13.485,144.7973,Pacific/Guam,GU,CATI,assumed,large
GGOV,GGOV,Osvaldo Vieira International Airport,11.8943,-15.6536,Africa/Bissau,GW,CATI,assumed,large
SYCJ,SYCJ,Cheddi Jagan International Airport,6.4985,-58.2541,America/Guyana,GY,CATI,assumed,large
VHHH,VHHH,Hong Kong International Airport,22.3118,113.9149,Asia/Hong_Kong,HK,CATIII,faa-c060,large
MHLM,MHLM,Ramón Villeda Morales International Airport,15.4526,-87.9236,America/Tegucigalpa,HN,CATI,assumed,large
MHPR,MHPR,Palmerola International Airport,14.3824,-87.6212,America/Tegucigalpa,HN,CATI,assumed,large
MHRO,MHRO,Juan Manuel Gálvez International Airport,16.3168,-86.523,America/Tegucigalpa,HN,CATI,assumed,large
LDDU,LDDU,Dubrovnik Ruđer Bošković Airport,42.5622,18.2655,Europe/Zagreb,HR,CATI,assumed,large
LDPL,LDPL,Pula Airport,44.8935,13.9222,Europe/Zagreb,HR,CATI,assumed,large
LDRI,LDRI,Rijeka Airport,45.2164,14.5709,Europe/Zagreb,HR,CATI,assumed,large
LDSP,LDSP,Split Saint Jerome Airport,43.5389,16.298,Europe/Zagreb,HR,CATI,assumed,large
LDZA,LDZA,Zagreb Franjo Tuđman International Airport,45.7429,16.0688,Europe/Zagreb,HR,CATIII,aip,large
LDZD,LDZD,Zadar Airport,44.097,15.3536,Europe/Zagreb,HR,CATI,assumed,large
MTCH,MTCH,Cap Haitien International Airport,19.7255,-72.2007,America/Port-au-Prince,HT,CATI,assumed,large
MTPP,MTPP,Toussaint Louverture International Airport,18.58,-72.2926,America/Port-au-Prince,HT,CATI,assumed,large
LHBP,LHBP,Budapest Liszt Ferenc International Airport,47.4302,19.2624,Europe/Budapest,HU,CATIII,faa-c060,large
LHDC,LHDC,Debrecen International Airport,47.4895,21.6163,Europe/Budapest,HU,CATI,assumed,large
LHPP,LHPP,Pécs-Pogány International Airport,45.9889,18.242,Europe/Budapest,HU,CATI,assumed,large
WAAA,WAAA,Sultan Hasanuddin International Airport,-5.0755,119.5537,Asia/Makassar,ID,CATI,assumed,large
WADD,WADD,Denpasar I Gusti Ngurah Rai International Airport,-8.7484,115.1671,Asia/Makassar,ID,CATI,assumed,large
WADL,WADL,Lombok International Airport,-8.76,116.2782,Asia/Makassar,ID,CATI,assumed,large
WAHI,WAHI,Yogyakarta International Airport,-7.9053,110.0573,Asia/Jakarta,ID,CATI,assumed,large
WAHQ,WAHQ,Adisoemarmo International Airport,-7.516,110.7575,Asia/Jakarta,ID,CATI,assumed,large
WAHS,WAHS,Jenderal Ahmad Yani Airport,-6.9707,110.3732,Asia/Jakarta,ID,CATI,assumed,large
