icao,iem_id,name,lat,lon,tz,country,cat_ils,cat_ils_confidence,size
KROC,ROC,Frederick Douglass Greater Rochester International Airport,43.1189,-77.6724,America/New_York,US,CATII,faa-nasr,large
KRSW,RSW,Southwest Florida International Airport,26.5347,-81.7528,America/New_York,US,CATI,faa-nasr,large
KSAN,SAN,San Diego International Airport,32.7336,-117.19,America/Los_Angeles,US,CATI,faa-nasr,large
KSAT,SAT,San Antonio International Airport,29.5337,-98.4698,America/Chicago,US,CATII,faa-nasr,large
KSAV,SAV,Savannah Hilton Head International Airport,32.1266,-81.2,America/New_York,US,CATI,faa-nasr,large
KSBD,SBD,San Bernardino International Airport,34.0967,-117.2366,America/Los_Angeles,US,CATI,faa-nasr,large
KSDF,SDF,Louisville Muhammad Ali International Airport,38.1706,-85.7351,America/Kentucky/Louisville,US,CATIII,faa-nasr,large
KSEA,SEA,Seattle–Tacoma International Airport,47.4479,-122.3103,America/Los_Angeles,US,CATIII,faa-nasr,large
KSFB,SFB,Orlando Sanford International Airport,28.7743,-81.2346,America/New_York,US,CATI,faa-nasr,large
KSFO,SFO,San Francisco International Airport,37.6198,-122.3748,America/Los_Angeles,US,CATIII,faa-nasr,large
KSJC,SJC,Norman Y. Mineta San Jose International Airport,37.3625,-121.9292,America/Los_Angeles,US,CATI,faa-nasr,large
KSLC,SLC,Salt Lake City International Airport,40.7889,-111.9799,America/Denver,US,CATIII,faa-nasr,large
KSMF,SMF,Sacramento International Airport,38.6954,-121.591,America/Los_Angeles,US,CATIII,faa-nasr,large
KSNA,SNA,John Wayne Orange County International Airport,33.6751,-117.8693,America/Los_Angeles,US,CATI,faa-nasr,large
KSRQ,SRQ,Sarasota Bradenton International Airport,27.3946,-82.5544,America/New_York,US,CATI,faa-nasr,large
KSTL,STL,St. Louis Lambert International Airport,38.7487,-90.37,America/Chicago,US,CATIII,faa-nasr,large
KSYR,SYR,Syracuse Hancock International Airport,43.1112,-76.1063,America/New_York,US,CATII,faa-nasr,large
KTPA,TPA,Tampa International Airport,27.9755,-82.5332,America/New_York,US,CATIII,faa-nasr,large
KTUL,TUL,Tulsa International Airport,36.1971,-95.8862,America/Chicago,US,CATII,faa-nasr,large
KTUS,TUS,Tucson International Airport,32.115,-110.9381,America/Phoenix,US,CATI,faa-nasr,large
KTYS,TYS,McGhee Tyson Airport,35.811,-83.994,America/New_York,US,CATII,faa-nasr,large
PANC,ANC,Ted Stevens Anchorage International Airport,61.179,-149.9926,America/Anchorage,US,CATIII,faa-nasr,large
PHKO,KOA,Ellison Onizuka Kona International Airport at Keāhole,19.7388,-156.0456,Pacific/Honolulu,US,CATI,faa-nasr,large
PHLI,LIH,Lihue Airport,21.9744,-159.3371,Pacific/Honolulu,US,CATI,faa-nasr,large
PHNL,HNL,Daniel K. Inouye International Airport,21.3184,-157.9257,Pacific/Honolulu,US,CATI,faa-nasr,large
PHOG,OGG,Kahului International Airport,20.8963,-156.4318,Pacific/Honolulu,US,CATI,faa-nasr,large
SUMU,SUMU,Carrasco General Cesáreo L. Berisso International Airport,-34.8356,-56.0265,America/Montevideo,UY,CATI,assumed,large
UZFN,UZFN,Namangan International Airport,40.9846,71.5578,Asia/Tashkent,UZ,CATI,assumed,large
UZNN,UZNN,Nukus International Airport,42.4884,59.6233,Asia/Samarkand,UZ,CATI,assumed,large
UZNU,UZNU,Urgench International Airport,41.5827,60.6434,Asia/Samarkand,UZ,CATI,assumed,large
UZSB,UZSB,Bukhara International Airport,39.7753,64.4823,Asia/Samarkand,UZ,CATI,assumed,large
UZSS,UZSS,Samarkand International Airport,39.7018,66.9815,Asia/Samarkand,UZ,CATI,assumed,large
UZTT,UZTT,Tashkent International Airport,41.2579,69.2812,Asia/Tashkent,UZ,CATI,assumed,large
TVSA,TVSA,Argyle International Airport,13.1597,-61.1488,America/St_Vincent,VC,CATI,assumed,large
SVBC,SVBC,General José Antonio Anzoategui International Airport,10.1111,-64.6922,America/Caracas,VE,CATI,assumed,large
SVBM,SVBM,Jacinto Lara International Airport,10.0427,-69.3586,America/Caracas,VE,CATI,assumed,large
SVMC,SVMC,La Chinita International Airport,10.5575,-71.7293,America/Caracas,VE,CATI,assumed,large
SVMG,SVMG,Del Caribe Santiago Mariño International Airport,10.9126,-63.9666,America/Caracas,VE,CATI,assumed,large
SVMI,SVMI,Maiquetía Simón Bolívar International Airport,10.6022,-66.9912,America/Caracas,VE,CATI,assumed,large
SVPR,SVPR,General Manuel Carlos Piar International Airport,8.2885,-62.7604,America/Caracas,VE,CATI,assumed,large
SVVA,SVVA,Arturo Michelena International Airport,10.1497,-67.9284,America/Caracas,VE,CATI,assumed,large
TUPJ,TUPJ,Terrance B. Lettsome International Airport,18.4455,-64.5417,America/Tortola,VG,CATI,assumed,large
TIST,STT,Cyril E. King Airport,18.3371,-64.9773,America/St_Thomas,VI,CATI,assumed,large
VVCI,VVCI,Cat Bi International Airport,20.8174,106.7243,Asia/Bangkok,VN,CATI,assumed,large
VVCR,VVCR,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219,Asia/Ho_Chi_Minh,VN,CATI,assumed,large
VVCT,VVCT,Can Tho International Airport,10.0834,105.7094,Asia/Ho_Chi_Minh,VN,CATI,assumed,large
VVDN,VVDN,Da Nang International Airport,16.0439,108.199,Asia/Ho_Chi_Minh,VN,CATI,assumed,large
VVLT,VVLT,Long Thanh International Airport (Under Construction),10.7728,107.0406,Asia/Ho_Chi_Minh,VN,CATI,assumed,large
VVNB,VVNB,Noi Bai International Airport,21.2212,105.807,Asia/Bangkok,VN,CATII,faa-c060,large
VVPQ,VVPQ,Phú Quốc International Airport,10.1698,103.9935,Asia/Ho_Chi_Minh,VN,CATI,assumed,large
VVTS,VVTS,Tan Son Nhat International Airport,10.8188,106.652,Asia/Ho_Chi_Minh,VN,CATI,assumed,large
NVVV,NVVV,Bauerfield International Airport,-17.6993,168.32,Pacific/Efate,VU,CATI,assumed,large
NLWW,NLWW,Hihifo Airport,-13.2394,-176.1986,Pacific/Wallis,WF,CATI,assumed,large
NSFA,NSFA,Faleolo International Airport,-13.83,-172.008,Pacific/Apia,WS,CATI,assumed,large
BKPR,BKPR,Priština Adem Jashari International Airport,42.5728,21.0358,Europe/Belgrade,XK,CATI,assumed,large
OYAA,OYAA,Aden International Airport,12.8296,45.03,Asia/Aden,YE,CATI,assumed,large
OYMK,OYMK,Mokha International Airport,13.2969,43.2319,Asia/Aden,YE,CATI,assumed,large
OYRN,OYRN,Riyan International Airport,14.6622,49.3753,Asia/Aden,YE,CATI,assumed,large
OYSN,OYSN,Sanaa International Airport,15.4763,44.2197,Asia/Aden,YE,CATI,assumed,large
OYSY,OYSY,Seiyun Hadhramaut International Airport,15.9659,48.7881,Asia/Aden,YE,CATI,assumed,large
FMCZ,FMCZ,Dzaoudzi Pamandzi International Airport,-12.8093,45.2818,Indian/Mayotte,YT,CATI,assumed,large
FABL,FABL,Bram Fischer International Airport,-29.0927,26.3024,Africa/Johannesburg,ZA,CATI,assumed,large
FACT,FACT,Cape Town International Airport,-33.974,18.6043,Africa/Johannesburg,ZA,CATII,faa-c060,large
FAEL,FAEL,King Phalo Airport,-33.0356,27.8259,Africa/Johannesburg,ZA,CATI,assumed,large
FAGG,FAGG,George Airport,-34.0056,22.3789,Africa/Johannesburg,ZA,CATI,assumed,large
FAKM,FAKM,Kimberley Airport,-28.8054,24.7649,Africa/Johannesburg,ZA,CATI,assumed,large
FAKN,FAKN,Kruger Mpumalanga International Airport,-25.3833,31.1053,Africa/Johannesburg,ZA,CATI,assumed,large
FALA,FALA,Lanseria International Airport,-25.939,27.9266,Africa/Johannesburg,ZA,CATI,assumed,large
FALE,FALE,King Shaka International Airport,-29.6144,31.1197,Africa/Johannesburg,ZA,CATII,faa-c060,large
FAOR,FAOR,O.R. Tambo International Airport,-26.1401,28.2468,Africa/Johannesburg,ZA,CATII,faa-c060,large
FAPE,FAPE,Chief Dawid Stuurman International Airport,-33.9897,25.6174,Africa/Johannesburg,ZA,CATI,assumed,large
FAPP,FAPP,Polokwane International Airport,-23.8453,29.4586,Africa/Johannesburg,ZA,CATI,assumed,large
FLHN,FLHN,Harry Mwanga Nkumbula International Airport,-17.8215,25.8196,Africa/Lusaka,ZM,CATI,assumed,large
FLKK,FLKK,Kenneth Kaunda International Airport,-15.3308,28.4527,Africa/Lusaka,ZM,CATI,assumed,large
FLMF,FLMF,Mfuwe International Airport,-13.2589,31.9366,Africa/Lusaka,ZM,CATI,assumed,large
FLSK,FLSK,Simon Mwansa Kapwepwe International Airport,-12.9651,28.5156,Africa/Lusaka,ZM,CATI,assumed,large
FVFA,FVFA,Victoria Falls International Airport,-18.0974,25.8369,Africa/Harare,ZW,CATI,assumed,large
FVJN,FVJN,Joshua Mqabuko Nkomo International Airport,-20.0163,28.6229,Africa/Harare,ZW,CATI,assumed,large
FVRG,FVRG,Robert Gabriel Mugabe International Airport,-17.9318,31.0928,Africa/Harare,ZW,CATI,assumed,large
OMAM,OMAM,Al Dhafra Air Base,24.2482,54.5477,Asia/Dubai,AE,CATI,assumed,medium
OMBY,OMBY,Sir Bani Yas Airport,24.2836,52.5803,Asia/Dubai,AE,CATI,assumed,medium
OMDM,OMDM,Al Minhad Air Base,25.0268,55.3662,Asia/Dubai,AE,CATI,assumed,medium
OMNK,OMNK,Sas Al Nakheel Air Base,24.4413,54.517,Asia/Dubai,AE,CATI,assumed,medium
OAIX,OAIX,Bagram Airfield,34.9461,69.265,Asia/Kabul,AF,CATI,assumed,medium
OAJL,OAJL,Jalalabad Airport,34.3998,70.4986,Asia/Kabul,AF,CATI,assumed,medium
OAKS,OAKS,Khost International Airport,33.2846,69.8073,Asia/Kabul,AF,CATI,assumed,medium
OAMN,OAMN,Maymana Zahiraddin Faryabi Airport,35.9308,64.7609,Asia/Kabul,AF,CATI,assumed,medium
OAUZ,OAUZ,Kunduz Airport,36.6651,68.9108,Asia/Kabul,AF,CATI,assumed,medium
TAPB,TAPB,Burton-Nibbs International Airport,17.6212,-61.7983,America/Antigua,AG,CATI,assumed,medium
TQPF,TQPF,Clayton J. Lloyd International Airport,18.2048,-63.0538,America/Anguilla,AI,CATI,assumed,medium
LAKU,LAKU,Kukës International Airport,42.0358,20.416,Europe/Tirane,AL,CATI,assumed,medium
LAKV,LAKV,Kuçovë Air Base,40.7719,19.9019,Europe/Tirane,AL,CATI,assumed,medium
UDYE,UDYE,Erebuni Airport,40.1221,44.465,Asia/Yerevan,AM,CATI,assumed,medium
FNBC,FNBC,Mbanza Congo Airport,-6.2699,14.247,Africa/Luanda,AO,CATI,assumed,medium
FNBG,FNBG,Benguela Airport,-12.609,13.4037,Africa/Luanda,AO,CATI,assumed,medium
FNCA,FNCA,Cabinda Airport,-5.5984,12.1881,Africa/Luanda,AO,CATI,assumed,medium
FNCT,FNCT,Catumbela Airport,-12.4792,13.4869,Africa/Luanda,AO,CATI,assumed,medium
FNDU,FNDU,Dundo Airport,-7.4009,20.8185,Africa/Luanda,AO,CATI,assumed,medium
FNGI,FNGI,Ngjiva Pereira Airport,-17.0435,15.6838,Africa/Luanda,AO,CATI,assumed,medium
FNHU,FNHU,Albano Machado Airport,-12.8089,15.7605,Africa/Luanda,AO,CATI,assumed,medium
FNKU,FNKU,Kuito Airport,-12.4046,16.9474,Africa/Luanda,AO,CATI,assumed,medium
FNMA,FNMA,Malanje Airport,-9.5251,16.3124,Africa/Luanda,AO,CATI,assumed,medium
FNME,FNME,Menongue Airport,-14.6576,17.7198,Africa/Luanda,AO,CATI,assumed,medium
FNMO,FNMO,Welwitschia Mirabilis International Airport,-15.2612,12.1468,Africa/Luanda,AO,CATI,assumed,medium
FNNG,FNNG,Negage Airport,-7.7545,15.2877,Africa/Luanda,AO,CATI,assumed,medium
FNPA,FNPA,Porto Amboim Airport,-10.722,13.7655,Africa/Luanda,AO,CATI,assumed,medium
FNSA,FNSA,Saurimo Airport,-9.6891,20.4319,Africa/Luanda,AO,CATI,assumed,medium
FNSO,FNSO,Soyo Airport,-6.1411,12.3718,Africa/Luanda,AO,CATI,assumed,medium
FNSU,FNSU,Sumbe Airport,-11.1679,13.8475,Africa/Luanda,AO,CATI,assumed,medium
FNUB,FNUB,Lubango Mukanka International Airport,-14.9248,13.5767,Africa/Luanda,AO,CATI,assumed,medium
FNUE,FNUE,Luena Airport,-11.7681,19.8977,Africa/Luanda,AO,CATI,assumed,medium
FNUG,FNUG,Uige Airport,-7.6031,15.0278,Africa/Luanda,AO,CATI,assumed,medium
FNXA,FNXA,Xangongo Airport,-16.7554,14.9653,Africa/Luanda,AO,CATI,assumed,medium
AQBC,AQBC,Boulder Clay Runway,-74.7394,164.0354,Antarctica/McMurdo,AQ,CATI,assumed,medium
NZSP,NZSP,Amundsen–Scott South Pole Station Airport,-90.0,-1.0,Antarctica/McMurdo,AQ,CATI,assumed,medium
NZWD,NZWD,Williams Field Skiway,-77.8674,167.057,Antarctica/McMurdo,AQ,CATI,assumed,medium
SAAC,SAAC,Comodoro Pierrestegui Airport,-31.2969,-57.9966,America/Argentina/Cordoba,AR,CATI,assumed,medium
SAAG,SAAG,Gualeguaychu Airport,-33.0056,-58.6128,America/Argentina/Cordoba,AR,CATI,assumed,medium
SAAP,SAAP,General Urquiza Airport,-31.7948,-60.4804,America/Argentina/Cordoba,AR,CATI,assumed,medium
SAAV,SAAV,Sauce Viejo Airport,-31.7117,-60.8117,America/Argentina/Cordoba,AR,CATI,assumed,medium
SACT,SACT,Chamical Airport,-30.3453,-66.2941,America/Argentina/La_Rioja,AR,CATI,assumed,medium
SADF,SADF,San Fernando Airport,-34.4532,-58.5896,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SADL,SADL,La Plata Airport,-34.9722,-57.8947,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SADP,SADP,El Palomar Airport,-34.6099,-58.6126,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAHS,SAHS,Rincon De Los Sauces Airport,-37.3906,-68.9042,America/Argentina/Salta,AR,CATI,assumed,medium
SAHZ,SAHZ,Zapala Airport,-38.9755,-70.1136,America/Argentina/Salta,AR,CATI,assumed,medium
SAMM,SAMM,Comodoro D.R. Salomón Airport,-35.4936,-69.5743,America/Argentina/Mendoza,AR,CATI,assumed,medium
SAMR,SAMR,Suboficial Ay Santiago Germano Airport,-34.5883,-68.4039,America/Argentina/Mendoza,AR,CATI,assumed,medium
SANC,SANC,Coronel Felipe Varela International Airport,-28.5931,-65.7512,America/Argentina/Catamarca,AR,CATI,assumed,medium
SANE,SANE,Vicecomodoro Angel D. La Paz Aragonés Airport,-27.7656,-64.31,America/Argentina/Cordoba,AR,CATI,assumed,medium
SANL,SANL,Capitan V A Almonacid Airport,-29.3816,-66.7958,America/Argentina/La_Rioja,AR,CATI,assumed,medium
SANR,SANR,Termas de Río Hondo international Airport,-27.4966,-64.936,America/Argentina/Cordoba,AR,CATI,assumed,medium
SANU,SANU,Domingo Faustino Sarmiento Airport,-31.5715,-68.4182,America/Argentina/San_Juan,AR,CATI,assumed,medium
SAOC,SAOC,Area De Material Airport,-33.0851,-64.2613,America/Argentina/Cordoba,AR,CATI,assumed,medium
SAOD,SAOD,Villa Dolores Airport,-31.9452,-65.1463,America/Argentina/Cordoba,AR,CATI,assumed,medium
SAOR,SAOR,Villa Reynolds Airport,-33.7299,-65.3874,America/Argentina/San_Luis,AR,CATI,assumed,medium
SAOU,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.2732,-66.3564,America/Argentina/San_Luis,AR,CATI,assumed,medium
SAOV,SAOV,Presidente Néstor Kirchner Regional Airport,-32.3201,-63.2266,America/Argentina/Cordoba,AR,CATI,assumed,medium
SARC,SARC,Corrientes Airport,-27.4455,-58.7619,America/Argentina/Cordoba,AR,CATI,assumed,medium
SARF,SARF,Formosa National Airport,-26.2127,-58.2281,America/Argentina/Cordoba,AR,CATI,assumed,medium
SARI,SARI,Cataratas Del Iguazú International Airport,-25.7373,-54.4734,America/Argentina/Cordoba,AR,CATI,assumed,medium
SARL,SARL,Paso De Los Libres Airport,-29.6894,-57.1521,America/Argentina/Cordoba,AR,CATI,assumed,medium
SARM,SARM,Monte Caseros Airport,-30.2719,-57.6402,America/Argentina/Cordoba,AR,CATI,assumed,medium
SARP,SARP,Libertador Gral D Jose De San Martin Airport,-27.3858,-55.9707,America/Argentina/Cordoba,AR,CATI,assumed,medium
SASO,SASO,Orán Airport,-23.1528,-64.3292,America/Argentina/Salta,AR,CATI,assumed,medium
SAST,SAST,General Enrique Mosconi Airport,-22.6169,-63.793,America/Argentina/Salta,AR,CATI,assumed,medium
SATG,SATG,Goya Airport,-29.1058,-59.2189,America/Argentina/Cordoba,AR,CATI,assumed,medium
SATR,SATR,Reconquista Airport,-29.2103,-59.6833,America/Argentina/Cordoba,AR,CATI,assumed,medium
SATU,SATU,Curuzu Cuatia Airport,-29.7706,-57.9789,America/Argentina/Cordoba,AR,CATI,assumed,medium
SAVB,SAVB,El Bolsón Airfield,-41.9432,-71.5323,America/Argentina/Salta,AR,CATI,assumed,medium
SAVE,SAVE,Esquel Brigadier Antonio Parodi International Airport,-42.908,-71.1395,America/Argentina/Catamarca,AR,CATI,assumed,medium
SAVH,SAVH,Las Heras Airport,-46.5385,-68.9653,America/Argentina/Rio_Gallegos,AR,CATI,assumed,medium
SAVT,SAVT,Almirante Marco Andres Zar Airport,-43.2105,-65.2703,America/Argentina/Catamarca,AR,CATI,assumed,medium
SAVV,SAVV,Gobernador Castello Airport,-40.8692,-63.0004,America/Argentina/Salta,AR,CATI,assumed,medium
SAVY,SAVY,El Tehuelche Airport,-42.7592,-65.1027,America/Argentina/Catamarca,AR,CATI,assumed,medium
SAWD,SAWD,Puerto Deseado Airport,-47.7353,-65.9041,America/Argentina/Rio_Gallegos,AR,CATI,assumed,medium
SAWE,SAWE,Gobernador Ramón Trejo Noel International Airport,-53.7777,-67.7494,America/Argentina/Ushuaia,AR,CATI,assumed,medium
SAWH,SAWH,Ushuaia - Malvinas Argentinas International Airport,-54.8433,-68.2958,America/Argentina/Ushuaia,AR,CATI,assumed,medium
SAWJ,SAWJ,Capitan D Daniel Vazquez Airport,-49.3068,-67.8026,America/Argentina/Rio_Gallegos,AR,CATI,assumed,medium
SAWP,SAWP,Perito Moreno Jalil Hamer Airport,-46.5379,-70.9787,America/Argentina/Rio_Gallegos,AR,CATI,assumed,medium
SAWU,SAWU,Santa Cruz Airport,-50.0165,-68.5792,America/Argentina/Rio_Gallegos,AR,CATI,assumed,medium
SAZB,SAZB,Comandante Espora Airport,-38.725,-62.1693,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZG,SAZG,General Pico Airport,-35.6962,-63.7583,America/Argentina/Salta,AR,CATI,assumed,medium
SAZH,SAZH,Tres Arroyos Airport,-38.3869,-60.3297,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZL,SAZL,Santa Teresita Airport,-36.5423,-56.7218,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZM,SAZM,Ástor Piazzola International Airport,-37.9342,-57.5733,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZO,SAZO,Necochea Airport,-38.4907,-58.8163,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZP,SAZP,Comodoro Pedro Zanni Airport,-35.8446,-61.8576,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZR,SAZR,Santa Rosa Airport,-36.5883,-64.2757,America/Argentina/Salta,AR,CATI,assumed,medium
SAZT,SAZT,Héroes de Malvinas Airport,-37.2346,-59.2286,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZV,SAZV,Villa Gesell Airport,-37.2354,-57.0292,America/Argentina/Buenos_Aires,AR,CATI,assumed,medium
SAZW,SAZW,Cutral-Co Airport,-38.9397,-69.2646,America/Argentina/Salta,AR,CATI,assumed,medium
SAZY,SAZY,Aviador C. Campos Airport,-40.0754,-71.1373,America/Argentina/Salta,AR,CATI,assumed,medium
LOAN,LOAN,Wiener Neustadt East Airport,47.8433,16.2601,Europe/Vienna,AT,CATI,assumed,medium
LOXN,LOXN,Wiener Neustadt West Airport,47.8369,16.2218,Europe/Vienna,AT,CATI,assumed,medium
LOXZ,LOXZ,Hinterstoisser Air Base,47.2028,14.7442,Europe/Vienna,AT,CATI,assumed,medium
YABA,YABA,Albany Airport,-34.9433,117.8089,Australia/Perth,AU,CATI,assumed,medium
YAMB,YAMB,RAAF Base Amberley,-27.6354,152.7112,Australia/Brisbane,AU,CATI,assumed,medium
YARA,YARA,Ararat Airport,-37.31,142.9887,Australia/Melbourne,AU,CATI,assumed,medium
YARM,YARM,Armidale Airport,-30.5281,151.617,Australia/Sydney,AU,CATI,assumed,medium
YAYE,YAYE,Ayers Rock Connellan Airport,-25.1859,130.977,Australia/Darwin,AU,CATI,assumed,medium
YBAR,YBAR,Barcaldine Airport,-23.5663,145.3021,Australia/Brisbane,AU,CATI,assumed,medium
YBAS,YBAS,Alice Springs Airport,-23.8066,133.9034,Australia/Darwin,AU,CATI,assumed,medium
YBCK,YBCK,Blackall Airport,-24.4317,145.4297,Australia/Brisbane,AU,CATI,assumed,medium
YBCV,YBCV,Charleville Airport,-26.4133,146.262,Australia/Brisbane,AU,CATI,assumed,medium
YBDV,YBDV,Birdsville Airport,-25.8975,139.348,Australia/Brisbane,AU,CATI,assumed,medium
YBHI,YBHI,Broken Hill Airport,-32.0014,141.472,Australia/Broken_Hill,AU,CATI,assumed,medium
YBHM,YBHM,Hamilton Island Airport,-20.3581,148.952,Australia/Lindeman,AU,CATI,assumed,medium
YBIE,YBIE,Bedourie Airport,-24.3461,139.46,Australia/Brisbane,AU,CATI,assumed,medium
YBKE,YBKE,Bourke Airport,-30.0392,145.952,Australia/Sydney,AU,CATI,assumed,medium
YBLA,YBLA,Benalla Airport,-36.5519,146.007,Australia/Melbourne,AU,CATI,assumed,medium
YBMA,YBMA,Mount Isa Airport,-20.6664,139.4885,Australia/Brisbane,AU,CATI,assumed,medium
YBMK,YBMK,Mackay Airport,-21.1708,149.1826,Australia/Brisbane,AU,CATI,assumed,medium
YBNA,YBNA,Ballina Byron Gateway Airport,-28.8332,153.5615,Australia/Sydney,AU,CATI,assumed,medium
YBNS,YBNS,Bairnsdale Airport,-37.8875,147.5694,Australia/Melbourne,AU,CATI,assumed,medium
YBOK,YBOK,Oakey Army Aviation Centre,-27.4093,151.7367,Australia/Brisbane,AU,CATI,assumed,medium
YBOU,YBOU,Boulia Airport,-22.9133,139.9,Australia/Brisbane,AU,CATI,assumed,medium
YBPN,YBPN,Proserpine Whitsunday Coast Airport,-20.4944,148.5536,Australia/Brisbane,AU,CATI,assumed,medium
YBRK,YBRK,Rockhampton Airport,-23.38,150.4754,Australia/Brisbane,AU,CATI,assumed,medium
YBRN,YBRN,Balranald Airport,-34.6248,143.5771,Australia/Sydney,AU,CATI,assumed,medium
YBRW,YBRW,Brewarrina Airport,-29.9758,146.8144,Australia/Sydney,AU,CATI,assumed,medium
YBTH,YBTH,Bathurst Airport,-33.4068,149.6512,Australia/Sydney,AU,CATI,assumed,medium
YBTI,YBTI,Bathurst Island Airport,-11.765,130.6158,Australia/Darwin,AU,CATI,assumed,medium
YBTL,YBTL,Townsville Airport / RAAF Base Townsville,-19.2529,146.7665,Australia/Brisbane,AU,CATI,assumed,medium
YBTR,YBTR,Blackwater Airport,-23.6031,148.807,Australia/Brisbane,AU,CATI,assumed,medium
YBUD,YBUD,Bundaberg Airport,-24.905,152.3226,Australia/Brisbane,AU,CATI,assumed,medium
YBWP,YBWP,Weipa Airport,-12.6775,141.9226,Australia/Brisbane,AU,CATI,assumed,medium
YCAR,YCAR,Carnarvon Airport,-24.8843,113.6664,Australia/Perth,AU,CATI,assumed,medium
YCBA,YCBA,Cobar Airport,-31.5383,145.794,Australia/Sydney,AU,CATI,assumed,medium
YCBB,YCBB,Coonabarabran Airport,-31.3325,149.267,Australia/Sydney,AU,CATI,assumed,medium
YCBP,YCBP,Coober Pedy Airport,-29.0383,134.7222,Australia/Adelaide,AU,CATI,assumed,medium
YCCA,YCCA,Chinchilla Airport,-26.7719,150.6176,Australia/Brisbane,AU,CATI,assumed,medium
YCCY,YCCY,Cloncurry Airport,-20.6686,140.504,Australia/Brisbane,AU,CATI,assumed,medium
YCDU,YCDU,Ceduna Airport,-32.1306,133.71,Australia/Adelaide,AU,CATI,assumed,medium
YCEE,YCEE,Cleve Airport,-33.7097,136.505,Australia/Adelaide,AU,CATI,assumed,medium
YCFS,YCFS,Coffs Harbour Airport,-30.3206,153.116,Australia/Sydney,AU,CATI,assumed,medium
YCIN,YCIN,RAAF Base Curtin,-17.5814,123.8283,Australia/Perth,AU,CATI,assumed,medium
YCKN,YCKN,Cooktown Airport,-15.4436,145.1832,Australia/Brisbane,AU,CATI,assumed,medium
YCMT,YCMT,Clermont Airport,-22.7731,147.621,Australia/Brisbane,AU,CATI,assumed,medium
YCMU,YCMU,Cunnamulla Airport,-28.03,145.622,Australia/Brisbane,AU,CATI,assumed,medium
YCNM,YCNM,Coonamble Airport,-30.9809,148.3778,Australia/Sydney,AU,CATI,assumed,medium
YCOE,YCOE,Coen Airport,-13.7611,143.1133,Australia/Brisbane,AU,CATI,assumed,medium
YCOM,YCOM,Cooma Snowy Mountains Airport,-36.3004,148.9724,Australia/Sydney,AU,NONE,aip,medium
YCOR,YCOR,Corowa Airport,-35.9947,146.357,Australia/Sydney,AU,CATI,assumed,medium
YCRG,YCRG,Corryong Airport,-36.1828,147.888,Australia/Melbourne,AU,CATI,assumed,medium
YCTM,YCTM,Cootamundra Airport,-34.6243,148.0366,Australia/Sydney,AU,CATI,assumed,medium
YCWR,YCWR,Cowra Airport,-33.8469,148.648,Australia/Sydney,AU,CATI,assumed,medium
YDBI,YDBI,Dirranbandi Airport,-28.5879,148.2172,Australia/Brisbane,AU,CATI,assumed,medium
YDBY,YDBY,Derby Airport,-17.3719,123.6622,Australia/Perth,AU,CATI,assumed,medium
YDLQ,YDLQ,Deniliquin Airport,-35.5594,144.946,Australia/Sydney,AU,CATI,assumed,medium
YDPO,YDPO,Devonport Airport,-41.1697,146.43,Australia/Hobart,AU,CATI,assumed,medium
YDYS,YDYS,Dysart Airport,-22.6222,148.364,Australia/Brisbane,AU,CATI,assumed,medium
YECH,YECH,Echuca Airport,-36.1572,144.762,Australia/Melbourne,AU,CATI,assumed,medium
YELD,YELD,Elcho Island Airport,-12.0194,135.571,Australia/Darwin,AU,CATI,assumed,medium
YEML,YEML,Emerald Airport,-23.5675,148.179,Australia/Brisbane,AU,CATI,assumed,medium
YESP,YESP,Esperance Airport,-33.6844,121.823,Australia/Perth,AU,CATI,assumed,medium
YEWA,YEWA,Eliwana,-22.4284,116.8879,Australia/Perth,AU,CATI,assumed,medium
YFBS,YFBS,Forbes Airport,-33.3636,147.935,Australia/Sydney,AU,CATI,assumed,medium
YFRT,YFRT,Forrest Airport,-30.8366,128.1128,Australia/Perth,AU,CATI,assumed,medium
YFTZ,YFTZ,Fitzroy Crossing Airport,-18.1836,125.5598,Australia/Perth,AU,CATI,assumed,medium
YGDH,YGDH,Gunnedah Airport,-30.9575,150.249,Australia/Sydney,AU,CATI,assumed,medium
YGEL,YGEL,Geraldton Airport,-28.7961,114.707,Australia/Perth,AU,CATI,assumed,medium
YGFN,YGFN,Clarence Valley Regional Airport,-29.7548,153.0312,Australia/Sydney,AU,CATI,assumed,medium
YGLA,YGLA,Gladstone Airport,-23.8698,151.2254,Australia/Brisbane,AU,CATI,assumed,medium
YGLB,YGLB,Goulburn Airport,-34.8103,149.726,Australia/Sydney,AU,CATI,assumed,medium
